CD_MEDICAMENT;NOM_MEDICAMENT;CONDIT_MEDICAMENT;CATG_MEDICAMENT;MARQUE_FABRI
958;Medicament958;Cond5;CategoryMed19;MarqueMed1
959;Medicament959;Cond12;CategoryMed36;MarqueMed18
960;Medicament960;Cond10;CategoryMed27;MarqueMed15
961;Medicament961;Cond6;CategoryMed16;MarqueMed8
962;Medicament962;Cond10;CategoryMed36;MarqueMed23
963;Medicament963;Cond1;CategoryMed34;MarqueMed23
964;Medicament964;Cond4;CategoryMed38;MarqueMed18
965;Medicament965;Cond11;CategoryMed48;MarqueMed18
966;Medicament966;Cond3;CategoryMed12;MarqueMed21
967;Medicament967;Cond8;CategoryMed22;MarqueMed16
968;Medicament968;Cond1;CategoryMed13;MarqueMed11
969;Medicament969;Cond7;CategoryMed13;MarqueMed11
970;Medicament970;Cond10;CategoryMed23;MarqueMed21
971;Medicament971;Cond9;CategoryMed31;MarqueMed5
972;Medicament972;Cond9;CategoryMed19;MarqueMed2
973;Medicament973;Cond2;CategoryMed17;MarqueMed10
974;Medicament974;Cond6;CategoryMed9;MarqueMed15
975;Medicament975;Cond11;CategoryMed33;MarqueMed2
976;Medicament976;Cond13;CategoryMed5;MarqueMed11
977;Medicament977;Cond3;CategoryMed50;MarqueMed10
978;Medicament978;Cond12;CategoryMed33;MarqueMed18
979;Medicament979;Cond8;CategoryMed45;MarqueMed18
980;Medicament980;Cond7;CategoryMed41;MarqueMed9
981;Medicament981;Cond6;CategoryMed37;MarqueMed7
982;Medicament982;Cond4;CategoryMed28;MarqueMed19
983;Medicament983;Cond9;CategoryMed39;MarqueMed22
984;Medicament984;Cond2;CategoryMed48;MarqueMed12
985;Medicament985;Cond13;CategoryMed26;MarqueMed10
986;Medicament986;Cond13;CategoryMed6;MarqueMed16
987;Medicament987;Cond5;CategoryMed23;MarqueMed3
988;Medicament988;Cond6;CategoryMed8;MarqueMed4
989;Medicament989;Cond3;CategoryMed49;MarqueMed19
990;Medicament990;Cond1;CategoryMed27;MarqueMed13
991;Medicament991;Cond11;CategoryMed31;MarqueMed2
992;Medicament992;Cond10;CategoryMed32;MarqueMed2
993;Medicament993;Cond10;CategoryMed36;MarqueMed4
994;Medicament994;Cond6;CategoryMed35;MarqueMed5
995;Medicament995;Cond5;CategoryMed42;MarqueMed13
996;Medicament996;Cond3;CategoryMed12;MarqueMed2
997;Medicament997;Cond8;CategoryMed50;MarqueMed7
998;Medicament998;Cond10;CategoryMed47;MarqueMed16
999;Medicament999;Cond9;CategoryMed35;MarqueMed2
1000;Medicament1000;Cond9;CategoryMed21;MarqueMed17
1001;Medicament1001;Cond5;CategoryMed36;MarqueMed22
1002;Medicament1002;Cond7;CategoryMed43;MarqueMed1
1003;Medicament1003;Cond13;CategoryMed11;MarqueMed17
1004;Medicament1004;Cond12;CategoryMed12;MarqueMed9
1005;Medicament1005;Cond12;CategoryMed19;MarqueMed15
1006;Medicament1006;Cond1;CategoryMed8;MarqueMed12
1007;Medicament1007;Cond7;CategoryMed14;MarqueMed5
1008;Medicament1008;Cond3;CategoryMed15;MarqueMed9
1009;Medicament1009;Cond9;CategoryMed5;MarqueMed11
1010;Medicament1010;Cond2;CategoryMed20;MarqueMed12
1011;Medicament1011;Cond10;CategoryMed14;MarqueMed16
1012;Medicament1012;Cond1;CategoryMed35;MarqueMed22
1013;Medicament1013;Cond11;CategoryMed45;MarqueMed21
1014;Medicament1014;Cond2;CategoryMed7;MarqueMed10
1015;Medicament1015;Cond11;CategoryMed17;MarqueMed3
1016;Medicament1016;Cond12;CategoryMed27;MarqueMed20
1017;Medicament1017;Cond9;CategoryMed25;MarqueMed11
1018;Medicament1018;Cond2;CategoryMed3;MarqueMed15
1019;Medicament1019;Cond2;CategoryMed30;MarqueMed20
1020;Medicament1020;Cond10;CategoryMed36;MarqueMed11
1021;Medicament1021;Cond9;CategoryMed46;MarqueMed7
1022;Medicament1022;Cond12;CategoryMed43;MarqueMed5
1023;Medicament1023;Cond8;CategoryMed46;MarqueMed1
1024;Medicament1024;Cond9;CategoryMed14;MarqueMed23
1025;Medicament1025;Cond11;CategoryMed10;MarqueMed18
1026;Medicament1026;Cond4;CategoryMed50;MarqueMed4
1027;Medicament1027;Cond10;CategoryMed50;MarqueMed18
1028;Medicament1028;Cond1;CategoryMed6;MarqueMed13
1029;Medicament1029;Cond12;CategoryMed13;MarqueMed19
1030;Medicament1030;Cond6;CategoryMed24;MarqueMed6
1031;Medicament1031;Cond7;CategoryMed28;MarqueMed4
1032;Medicament1032;Cond3;CategoryMed29;MarqueMed12
1033;Medicament1033;Cond9;CategoryMed37;MarqueMed10
1034;Medicament1034;Cond1;CategoryMed3;MarqueMed20
1035;Medicament1035;Cond1;CategoryMed40;MarqueMed3
1036;Medicament1036;Cond4;CategoryMed24;MarqueMed10
1037;Medicament1037;Cond11;CategoryMed3;MarqueMed20
1038;Medicament1038;Cond4;CategoryMed32;MarqueMed4
1039;Medicament1039;Cond1;CategoryMed6;MarqueMed16
1040;Medicament1040;Cond3;CategoryMed13;MarqueMed9
1041;Medicament1041;Cond3;CategoryMed12;MarqueMed14
1042;Medicament1042;Cond6;CategoryMed33;MarqueMed15
1043;Medicament1043;Cond6;CategoryMed15;MarqueMed21
1044;Medicament1044;Cond6;CategoryMed14;MarqueMed14
1045;Medicament1045;Cond11;CategoryMed4;MarqueMed8
1046;Medicament1046;Cond6;CategoryMed46;MarqueMed17
1047;Medicament1047;Cond10;CategoryMed32;MarqueMed21
1048;Medicament1048;Cond5;CategoryMed16;MarqueMed20
1049;Medicament1049;Cond13;CategoryMed17;MarqueMed16
1050;Medicament1050;Cond6;CategoryMed40;MarqueMed4
1051;Medicament1051;Cond10;CategoryMed8;MarqueMed16
1052;Medicament1052;Cond10;CategoryMed40;MarqueMed13
1053;Medicament1053;Cond3;CategoryMed19;MarqueMed10
1054;Medicament1054;Cond10;CategoryMed43;MarqueMed17
1055;Medicament1055;Cond13;CategoryMed19;MarqueMed1
1056;Medicament1056;Cond5;CategoryMed28;MarqueMed8
1057;Medicament1057;Cond7;CategoryMed24;MarqueMed16
1058;Medicament1058;Cond13;CategoryMed48;MarqueMed14
1059;Medicament1059;Cond3;CategoryMed45;MarqueMed16
1060;Medicament1060;Cond8;CategoryMed24;MarqueMed21
1061;Medicament1061;Cond9;CategoryMed25;MarqueMed14
1062;Medicament1062;Cond13;CategoryMed31;MarqueMed4
1063;Medicament1063;Cond8;CategoryMed8;MarqueMed4
1064;Medicament1064;Cond10;CategoryMed26;MarqueMed4
1065;Medicament1065;Cond12;CategoryMed6;MarqueMed3
1066;Medicament1066;Cond1;CategoryMed35;MarqueMed2
1067;Medicament1067;Cond4;CategoryMed46;MarqueMed22
1068;Medicament1068;Cond2;CategoryMed23;MarqueMed20
1069;Medicament1069;Cond7;CategoryMed23;MarqueMed7
1070;Medicament1070;Cond9;CategoryMed29;MarqueMed22
1071;Medicament1071;Cond10;CategoryMed42;MarqueMed18
1072;Medicament1072;Cond2;CategoryMed45;MarqueMed22
1073;Medicament1073;Cond1;CategoryMed31;MarqueMed10
1074;Medicament1074;Cond1;CategoryMed50;MarqueMed14
1075;Medicament1075;Cond5;CategoryMed45;MarqueMed8
1076;Medicament1076;Cond13;CategoryMed45;MarqueMed1
1077;Medicament1077;Cond6;CategoryMed12;MarqueMed21
1078;Medicament1078;Cond6;CategoryMed7;MarqueMed14
1079;Medicament1079;Cond3;CategoryMed14;MarqueMed7
1080;Medicament1080;Cond6;CategoryMed25;MarqueMed4
1081;Medicament1081;Cond9;CategoryMed28;MarqueMed7
1082;Medicament1082;Cond1;CategoryMed31;MarqueMed5
1083;Medicament1083;Cond4;CategoryMed8;MarqueMed4
1084;Medicament1084;Cond8;CategoryMed43;MarqueMed20
1085;Medicament1085;Cond11;CategoryMed20;MarqueMed10
1086;Medicament1086;Cond9;CategoryMed35;MarqueMed1
1087;Medicament1087;Cond6;CategoryMed26;MarqueMed3
1088;Medicament1088;Cond8;CategoryMed2;MarqueMed23
1089;Medicament1089;Cond3;CategoryMed5;MarqueMed11
1090;Medicament1090;Cond3;CategoryMed9;MarqueMed2
1091;Medicament1091;Cond5;CategoryMed26;MarqueMed17
1092;Medicament1092;Cond1;CategoryMed16;MarqueMed13
1093;Medicament1093;Cond10;CategoryMed39;MarqueMed23
1094;Medicament1094;Cond11;CategoryMed33;MarqueMed22
1095;Medicament1095;Cond9;CategoryMed32;MarqueMed16
1096;Medicament1096;Cond9;CategoryMed22;MarqueMed10
1097;Medicament1097;Cond11;CategoryMed13;MarqueMed20
1098;Medicament1098;Cond7;CategoryMed50;MarqueMed14
1099;Medicament1099;Cond10;CategoryMed6;MarqueMed13
1100;Medicament1100;Cond4;CategoryMed18;MarqueMed4
1101;Medicament1101;Cond3;CategoryMed21;MarqueMed11
1102;Medicament1102;Cond9;CategoryMed38;MarqueMed14
1103;Medicament1103;Cond1;CategoryMed28;MarqueMed11
1104;Medicament1104;Cond4;CategoryMed5;MarqueMed7
1105;Medicament1105;Cond4;CategoryMed19;MarqueMed1
1106;Medicament1106;Cond12;CategoryMed38;MarqueMed13
1107;Medicament1107;Cond7;CategoryMed7;MarqueMed4
1108;Medicament1108;Cond7;CategoryMed12;MarqueMed1
1109;Medicament1109;Cond12;CategoryMed24;MarqueMed3
1110;Medicament1110;Cond2;CategoryMed11;MarqueMed19
1111;Medicament1111;Cond7;CategoryMed10;MarqueMed7
1112;Medicament1112;Cond12;CategoryMed16;MarqueMed7
1113;Medicament1113;Cond6;CategoryMed42;MarqueMed12
1114;Medicament1114;Cond2;CategoryMed5;MarqueMed16
1115;Medicament1115;Cond4;CategoryMed22;MarqueMed2
1116;Medicament1116;Cond13;CategoryMed1;MarqueMed1
1117;Medicament1117;Cond9;CategoryMed44;MarqueMed17
1118;Medicament1118;Cond12;CategoryMed6;MarqueMed21
1119;Medicament1119;Cond4;CategoryMed9;MarqueMed23
1120;Medicament1120;Cond3;CategoryMed46;MarqueMed16
1121;Medicament1121;Cond7;CategoryMed11;MarqueMed7
1122;Medicament1122;Cond12;CategoryMed2;MarqueMed22
1123;Medicament1123;Cond5;CategoryMed49;MarqueMed8
1124;Medicament1124;Cond7;CategoryMed12;MarqueMed21
1125;Medicament1125;Cond13;CategoryMed50;MarqueMed13
1126;Medicament1126;Cond12;CategoryMed1;MarqueMed1
1127;Medicament1127;Cond5;CategoryMed18;MarqueMed16
1128;Medicament1128;Cond9;CategoryMed26;MarqueMed19
1129;Medicament1129;Cond6;CategoryMed8;MarqueMed21
1130;Medicament1130;Cond9;CategoryMed33;MarqueMed14
1131;Medicament1131;Cond11;CategoryMed6;MarqueMed6
1132;Medicament1132;Cond1;CategoryMed32;MarqueMed12
1133;Medicament1133;Cond9;CategoryMed41;MarqueMed9
1134;Medicament1134;Cond10;CategoryMed28;MarqueMed14
1135;Medicament1135;Cond12;CategoryMed13;MarqueMed3
1136;Medicament1136;Cond4;CategoryMed26;MarqueMed12
1137;Medicament1137;Cond8;CategoryMed49;MarqueMed1
1138;Medicament1138;Cond11;CategoryMed49;MarqueMed23
1139;Medicament1139;Cond8;CategoryMed46;MarqueMed16
1140;Medicament1140;Cond1;CategoryMed40;MarqueMed5
1141;Medicament1141;Cond10;CategoryMed25;MarqueMed10
1142;Medicament1142;Cond3;CategoryMed16;MarqueMed4
1143;Medicament1143;Cond6;CategoryMed31;MarqueMed15
1144;Medicament1144;Cond3;CategoryMed9;MarqueMed11
1145;Medicament1145;Cond2;CategoryMed12;MarqueMed9
1146;Medicament1146;Cond10;CategoryMed10;MarqueMed9
1147;Medicament1147;Cond3;CategoryMed27;MarqueMed15
1148;Medicament1148;Cond6;CategoryMed18;MarqueMed4
1149;Medicament1149;Cond9;CategoryMed44;MarqueMed8
1150;Medicament1150;Cond10;CategoryMed39;MarqueMed1
1151;Medicament1151;Cond12;CategoryMed35;MarqueMed13
1152;Medicament1152;Cond12;CategoryMed33;MarqueMed10
1153;Medicament1153;Cond2;CategoryMed9;MarqueMed17
1154;Medicament1154;Cond2;CategoryMed33;MarqueMed16
1155;Medicament1155;Cond5;CategoryMed20;MarqueMed12
1156;Medicament1156;Cond5;CategoryMed21;MarqueMed2
1157;Medicament1157;Cond13;CategoryMed38;MarqueMed5
1158;Medicament1158;Cond8;CategoryMed10;MarqueMed4
1159;Medicament1159;Cond5;CategoryMed21;MarqueMed4
1160;Medicament1160;Cond6;CategoryMed46;MarqueMed10
1161;Medicament1161;Cond11;CategoryMed16;MarqueMed22
1162;Medicament1162;Cond3;CategoryMed43;MarqueMed7
1163;Medicament1163;Cond6;CategoryMed31;MarqueMed4
1164;Medicament1164;Cond10;CategoryMed18;MarqueMed20
1165;Medicament1165;Cond3;CategoryMed34;MarqueMed3
1166;Medicament1166;Cond1;CategoryMed36;MarqueMed4
1167;Medicament1167;Cond9;CategoryMed29;MarqueMed4
1168;Medicament1168;Cond9;CategoryMed31;MarqueMed20
1169;Medicament1169;Cond7;CategoryMed14;MarqueMed2
1170;Medicament1170;Cond10;CategoryMed21;MarqueMed6
1171;Medicament1171;Cond4;CategoryMed44;MarqueMed19
1172;Medicament1172;Cond3;CategoryMed45;MarqueMed20
1173;Medicament1173;Cond2;CategoryMed37;MarqueMed6
1174;Medicament1174;Cond1;CategoryMed46;MarqueMed13
1175;Medicament1175;Cond9;CategoryMed34;MarqueMed10
1176;Medicament1176;Cond7;CategoryMed13;MarqueMed11
1177;Medicament1177;Cond10;CategoryMed24;MarqueMed6
1178;Medicament1178;Cond8;CategoryMed20;MarqueMed17
1179;Medicament1179;Cond2;CategoryMed3;MarqueMed21
1180;Medicament1180;Cond5;CategoryMed50;MarqueMed1
1181;Medicament1181;Cond7;CategoryMed20;MarqueMed5
1182;Medicament1182;Cond13;CategoryMed6;MarqueMed5
1183;Medicament1183;Cond7;CategoryMed40;MarqueMed17
1184;Medicament1184;Cond6;CategoryMed22;MarqueMed21
1185;Medicament1185;Cond4;CategoryMed43;MarqueMed11
1186;Medicament1186;Cond8;CategoryMed48;MarqueMed13
1187;Medicament1187;Cond6;CategoryMed9;MarqueMed21
1188;Medicament1188;Cond4;CategoryMed23;MarqueMed22
1189;Medicament1189;Cond3;CategoryMed15;MarqueMed8
1190;Medicament1190;Cond6;CategoryMed36;MarqueMed18
1191;Medicament1191;Cond4;CategoryMed41;MarqueMed11
1192;Medicament1192;Cond6;CategoryMed23;MarqueMed18
1193;Medicament1193;Cond5;CategoryMed49;MarqueMed5
1194;Medicament1194;Cond4;CategoryMed30;MarqueMed20
1195;Medicament1195;Cond6;CategoryMed44;MarqueMed19
1196;Medicament1196;Cond7;CategoryMed46;MarqueMed23
1197;Medicament1197;Cond4;CategoryMed50;MarqueMed17
1198;Medicament1198;Cond7;CategoryMed11;MarqueMed12
1199;Medicament1199;Cond7;CategoryMed37;MarqueMed18
1200;Medicament1200;Cond7;CategoryMed4;MarqueMed19
1201;Medicament1201;Cond3;CategoryMed33;MarqueMed19
1202;Medicament1202;Cond13;CategoryMed25;MarqueMed4
1203;Medicament1203;Cond10;CategoryMed22;MarqueMed16
1204;Medicament1204;Cond2;CategoryMed32;MarqueMed6
1205;Medicament1205;Cond1;CategoryMed10;MarqueMed13
1206;Medicament1206;Cond2;CategoryMed16;MarqueMed23
1207;Medicament1207;Cond11;CategoryMed16;MarqueMed6
1208;Medicament1208;Cond4;CategoryMed43;MarqueMed3
1209;Medicament1209;Cond12;CategoryMed44;MarqueMed15
1210;Medicament1210;Cond7;CategoryMed48;MarqueMed18
1211;Medicament1211;Cond4;CategoryMed14;MarqueMed15
1212;Medicament1212;Cond12;CategoryMed7;MarqueMed4
1213;Medicament1213;Cond6;CategoryMed50;MarqueMed16
1214;Medicament1214;Cond4;CategoryMed28;MarqueMed22
1215;Medicament1215;Cond10;CategoryMed47;MarqueMed19
1216;Medicament1216;Cond7;CategoryMed10;MarqueMed20
1217;Medicament1217;Cond6;CategoryMed16;MarqueMed17
1218;Medicament1218;Cond10;CategoryMed43;MarqueMed1
1219;Medicament1219;Cond10;CategoryMed46;MarqueMed16
1220;Medicament1220;Cond10;CategoryMed48;MarqueMed15
1221;Medicament1221;Cond10;CategoryMed17;MarqueMed19
1222;Medicament1222;Cond8;CategoryMed18;MarqueMed3
1223;Medicament1223;Cond9;CategoryMed16;MarqueMed11
1224;Medicament1224;Cond8;CategoryMed34;MarqueMed16
1225;Medicament1225;Cond5;CategoryMed17;MarqueMed16
1226;Medicament1226;Cond13;CategoryMed39;MarqueMed19
1227;Medicament1227;Cond9;CategoryMed1;MarqueMed14
1228;Medicament1228;Cond5;CategoryMed11;MarqueMed9
1229;Medicament1229;Cond5;CategoryMed44;MarqueMed20
1230;Medicament1230;Cond8;CategoryMed12;MarqueMed6
1231;Medicament1231;Cond11;CategoryMed46;MarqueMed11
1232;Medicament1232;Cond7;CategoryMed7;MarqueMed18
1233;Medicament1233;Cond11;CategoryMed43;MarqueMed7
1234;Medicament1234;Cond3;CategoryMed18;MarqueMed5
1235;Medicament1235;Cond13;CategoryMed1;MarqueMed7
1236;Medicament1236;Cond13;CategoryMed39;MarqueMed5
1237;Medicament1237;Cond9;CategoryMed2;MarqueMed15
1238;Medicament1238;Cond3;CategoryMed43;MarqueMed15
1239;Medicament1239;Cond10;CategoryMed31;MarqueMed23
1240;Medicament1240;Cond6;CategoryMed48;MarqueMed6
1241;Medicament1241;Cond4;CategoryMed34;MarqueMed3
1242;Medicament1242;Cond4;CategoryMed43;MarqueMed1
1243;Medicament1243;Cond10;CategoryMed28;MarqueMed21
1244;Medicament1244;Cond3;CategoryMed34;MarqueMed3
1245;Medicament1245;Cond10;CategoryMed15;MarqueMed2
1246;Medicament1246;Cond4;CategoryMed9;MarqueMed7
1247;Medicament1247;Cond6;CategoryMed28;MarqueMed13
1248;Medicament1248;Cond3;CategoryMed25;MarqueMed18
1249;Medicament1249;Cond11;CategoryMed27;MarqueMed19
1250;Medicament1250;Cond11;CategoryMed31;MarqueMed17
1251;Medicament1251;Cond5;CategoryMed24;MarqueMed3
1252;Medicament1252;Cond6;CategoryMed39;MarqueMed2
1253;Medicament1253;Cond12;CategoryMed29;MarqueMed1
1254;Medicament1254;Cond9;CategoryMed29;MarqueMed13
1255;Medicament1255;Cond1;CategoryMed11;MarqueMed10
1256;Medicament1256;Cond2;CategoryMed29;MarqueMed8
1257;Medicament1257;Cond2;CategoryMed30;MarqueMed22
1258;Medicament1258;Cond5;CategoryMed35;MarqueMed11
1259;Medicament1259;Cond6;CategoryMed36;MarqueMed13
1260;Medicament1260;Cond3;CategoryMed13;MarqueMed1
1261;Medicament1261;Cond12;CategoryMed8;MarqueMed11
1262;Medicament1262;Cond9;CategoryMed37;MarqueMed4
1263;Medicament1263;Cond3;CategoryMed2;MarqueMed3
1264;Medicament1264;Cond11;CategoryMed7;MarqueMed21
1265;Medicament1265;Cond13;CategoryMed28;MarqueMed18
1266;Medicament1266;Cond1;CategoryMed32;MarqueMed10
1267;Medicament1267;Cond9;CategoryMed26;MarqueMed5
1268;Medicament1268;Cond6;CategoryMed25;MarqueMed13
1269;Medicament1269;Cond8;CategoryMed36;MarqueMed15
1270;Medicament1270;Cond9;CategoryMed32;MarqueMed22
1271;Medicament1271;Cond7;CategoryMed33;MarqueMed11
1272;Medicament1272;Cond5;CategoryMed5;MarqueMed23
1273;Medicament1273;Cond6;CategoryMed43;MarqueMed11
1274;Medicament1274;Cond9;CategoryMed3;MarqueMed14
1275;Medicament1275;Cond1;CategoryMed46;MarqueMed12
1276;Medicament1276;Cond10;CategoryMed26;MarqueMed20
1277;Medicament1277;Cond11;CategoryMed23;MarqueMed23
1278;Medicament1278;Cond4;CategoryMed32;MarqueMed18
1279;Medicament1279;Cond8;CategoryMed39;MarqueMed20
1280;Medicament1280;Cond3;CategoryMed4;MarqueMed18
1281;Medicament1281;Cond8;CategoryMed22;MarqueMed5
1282;Medicament1282;Cond11;CategoryMed47;MarqueMed16
1283;Medicament1283;Cond1;CategoryMed32;MarqueMed9
1284;Medicament1284;Cond9;CategoryMed28;MarqueMed22
1285;Medicament1285;Cond6;CategoryMed36;MarqueMed3
1286;Medicament1286;Cond13;CategoryMed12;MarqueMed17
1287;Medicament1287;Cond3;CategoryMed17;MarqueMed1
1288;Medicament1288;Cond11;CategoryMed38;MarqueMed19
1289;Medicament1289;Cond1;CategoryMed22;MarqueMed21
1290;Medicament1290;Cond1;CategoryMed31;MarqueMed22
1291;Medicament1291;Cond11;CategoryMed43;MarqueMed22
1292;Medicament1292;Cond12;CategoryMed9;MarqueMed13
1293;Medicament1293;Cond4;CategoryMed38;MarqueMed12
1294;Medicament1294;Cond5;CategoryMed37;MarqueMed23
1295;Medicament1295;Cond1;CategoryMed45;MarqueMed16
1296;Medicament1296;Cond2;CategoryMed2;MarqueMed5
1297;Medicament1297;Cond13;CategoryMed7;MarqueMed10
1298;Medicament1298;Cond12;CategoryMed34;MarqueMed10
1299;Medicament1299;Cond1;CategoryMed42;MarqueMed14
1300;Medicament1300;Cond7;CategoryMed18;MarqueMed19
1301;Medicament1301;Cond6;CategoryMed30;MarqueMed23
1302;Medicament1302;Cond13;CategoryMed16;MarqueMed20
1303;Medicament1303;Cond4;CategoryMed20;MarqueMed11
1304;Medicament1304;Cond7;CategoryMed14;MarqueMed23
1305;Medicament1305;Cond4;CategoryMed39;MarqueMed10
1306;Medicament1306;Cond11;CategoryMed25;MarqueMed2
1307;Medicament1307;Cond1;CategoryMed30;MarqueMed17
1308;Medicament1308;Cond5;CategoryMed1;MarqueMed16
1309;Medicament1309;Cond6;CategoryMed21;MarqueMed4
1310;Medicament1310;Cond9;CategoryMed10;MarqueMed21
1311;Medicament1311;Cond12;CategoryMed34;MarqueMed2
1312;Medicament1312;Cond11;CategoryMed44;MarqueMed18
1313;Medicament1313;Cond8;CategoryMed24;MarqueMed20
1314;Medicament1314;Cond4;CategoryMed17;MarqueMed14
1315;Medicament1315;Cond7;CategoryMed30;MarqueMed20
1316;Medicament1316;Cond7;CategoryMed39;MarqueMed15
1317;Medicament1317;Cond10;CategoryMed24;MarqueMed7
1318;Medicament1318;Cond8;CategoryMed37;MarqueMed14
1319;Medicament1319;Cond4;CategoryMed15;MarqueMed18
1320;Medicament1320;Cond9;CategoryMed42;MarqueMed4
1321;Medicament1321;Cond2;CategoryMed1;MarqueMed17
1322;Medicament1322;Cond2;CategoryMed15;MarqueMed9
1323;Medicament1323;Cond9;CategoryMed39;MarqueMed16
1324;Medicament1324;Cond3;CategoryMed4;MarqueMed21
1325;Medicament1325;Cond12;CategoryMed21;MarqueMed13
1326;Medicament1326;Cond13;CategoryMed1;MarqueMed1
1327;Medicament1327;Cond13;CategoryMed32;MarqueMed11
1328;Medicament1328;Cond12;CategoryMed48;MarqueMed10
1329;Medicament1329;Cond11;CategoryMed22;MarqueMed18
1330;Medicament1330;Cond2;CategoryMed4;MarqueMed14
1331;Medicament1331;Cond5;CategoryMed9;MarqueMed1
1332;Medicament1332;Cond3;CategoryMed4;MarqueMed18
1333;Medicament1333;Cond7;CategoryMed17;MarqueMed2
1334;Medicament1334;Cond11;CategoryMed28;MarqueMed22
1335;Medicament1335;Cond3;CategoryMed29;MarqueMed2
1336;Medicament1336;Cond5;CategoryMed26;MarqueMed12
1337;Medicament1337;Cond1;CategoryMed27;MarqueMed5
1338;Medicament1338;Cond10;CategoryMed33;MarqueMed18
1339;Medicament1339;Cond11;CategoryMed4;MarqueMed2
1340;Medicament1340;Cond2;CategoryMed16;MarqueMed18
1341;Medicament1341;Cond6;CategoryMed8;MarqueMed13
1342;Medicament1342;Cond7;CategoryMed1;MarqueMed14
1343;Medicament1343;Cond12;CategoryMed5;MarqueMed12
1344;Medicament1344;Cond10;CategoryMed49;MarqueMed9
1345;Medicament1345;Cond13;CategoryMed43;MarqueMed20
1346;Medicament1346;Cond3;CategoryMed2;MarqueMed19
1347;Medicament1347;Cond3;CategoryMed49;MarqueMed21
1348;Medicament1348;Cond12;CategoryMed40;MarqueMed18
1349;Medicament1349;Cond7;CategoryMed32;MarqueMed20
1350;Medicament1350;Cond12;CategoryMed44;MarqueMed11
1351;Medicament1351;Cond9;CategoryMed18;MarqueMed6
1352;Medicament1352;Cond10;CategoryMed38;MarqueMed18
1353;Medicament1353;Cond6;CategoryMed12;MarqueMed17
1354;Medicament1354;Cond13;CategoryMed42;MarqueMed21
1355;Medicament1355;Cond10;CategoryMed3;MarqueMed23
1356;Medicament1356;Cond11;CategoryMed3;MarqueMed2
1357;Medicament1357;Cond6;CategoryMed38;MarqueMed4
1358;Medicament1358;Cond8;CategoryMed34;MarqueMed11
1359;Medicament1359;Cond9;CategoryMed7;MarqueMed4
1360;Medicament1360;Cond12;CategoryMed33;MarqueMed19
1361;Medicament1361;Cond13;CategoryMed45;MarqueMed10
1362;Medicament1362;Cond9;CategoryMed6;MarqueMed12
1363;Medicament1363;Cond10;CategoryMed43;MarqueMed12
1364;Medicament1364;Cond13;CategoryMed11;MarqueMed19
1365;Medicament1365;Cond6;CategoryMed42;MarqueMed19
1366;Medicament1366;Cond12;CategoryMed43;MarqueMed11
1367;Medicament1367;Cond12;CategoryMed16;MarqueMed11
1368;Medicament1368;Cond12;CategoryMed22;MarqueMed19
1369;Medicament1369;Cond4;CategoryMed36;MarqueMed14
1370;Medicament1370;Cond10;CategoryMed16;MarqueMed2
1371;Medicament1371;Cond12;CategoryMed46;MarqueMed15
1372;Medicament1372;Cond1;CategoryMed1;MarqueMed20
1373;Medicament1373;Cond9;CategoryMed2;MarqueMed6
1374;Medicament1374;Cond13;CategoryMed1;MarqueMed6
1375;Medicament1375;Cond9;CategoryMed2;MarqueMed1
1376;Medicament1376;Cond8;CategoryMed1;MarqueMed19
1377;Medicament1377;Cond6;CategoryMed12;MarqueMed12
1378;Medicament1378;Cond2;CategoryMed45;MarqueMed21
1379;Medicament1379;Cond13;CategoryMed7;MarqueMed2
1380;Medicament1380;Cond2;CategoryMed43;MarqueMed17
1381;Medicament1381;Cond3;CategoryMed13;MarqueMed13
1382;Medicament1382;Cond5;CategoryMed29;MarqueMed6
1383;Medicament1383;Cond3;CategoryMed17;MarqueMed5
1384;Medicament1384;Cond11;CategoryMed30;MarqueMed21
1385;Medicament1385;Cond2;CategoryMed40;MarqueMed16
1386;Medicament1386;Cond1;CategoryMed12;MarqueMed12
1387;Medicament1387;Cond8;CategoryMed16;MarqueMed1
1388;Medicament1388;Cond7;CategoryMed21;MarqueMed15
1389;Medicament1389;Cond5;CategoryMed3;MarqueMed16
1390;Medicament1390;Cond5;CategoryMed21;MarqueMed6
1391;Medicament1391;Cond13;CategoryMed30;MarqueMed21
1392;Medicament1392;Cond9;CategoryMed45;MarqueMed10
1393;Medicament1393;Cond10;CategoryMed33;MarqueMed18
1394;Medicament1394;Cond6;CategoryMed38;MarqueMed11
1395;Medicament1395;Cond1;CategoryMed11;MarqueMed20
1396;Medicament1396;Cond12;CategoryMed11;MarqueMed6
1397;Medicament1397;Cond12;CategoryMed6;MarqueMed22
1398;Medicament1398;Cond12;CategoryMed19;MarqueMed8
1399;Medicament1399;Cond13;CategoryMed26;MarqueMed15
1400;Medicament1400;Cond4;CategoryMed26;MarqueMed23
1401;Medicament1401;Cond12;CategoryMed7;MarqueMed3
1402;Medicament1402;Cond13;CategoryMed4;MarqueMed8
1403;Medicament1403;Cond6;CategoryMed26;MarqueMed11
1404;Medicament1404;Cond3;CategoryMed1;MarqueMed6
1405;Medicament1405;Cond12;CategoryMed5;MarqueMed1
1406;Medicament1406;Cond10;CategoryMed13;MarqueMed4
1407;Medicament1407;Cond8;CategoryMed28;MarqueMed10
1408;Medicament1408;Cond2;CategoryMed7;MarqueMed6
1409;Medicament1409;Cond13;CategoryMed19;MarqueMed5
